id,nct_id,allocation,intervention_model,observational_model,primary_purpose,time_perspective,masking,masking_description,intervention_model_description,subject_masked,caregiver_masked,investigator_masked,outcomes_assessor_masked
93307351,NCT06370442,RANDOMIZED,PARALLEL,,SUPPORTIVE_CARE,,DOUBLE,,,True,True,False,False
93307352,NCT01115608,RANDOMIZED,PARALLEL,,HEALTH_SERVICES_RESEARCH,,NONE,,,,,,
93307353,NCT01850030,RANDOMIZED,PARALLEL,,TREATMENT,,QUADRUPLE,,,True,True,True,True
93307354,NCT05260593,RANDOMIZED,PARALLEL,,TREATMENT,,DOUBLE,,,True,False,False,True
93091522,NCT00876616,RANDOMIZED,PARALLEL,,TREATMENT,,NONE,,,,,,
93091523,NCT00360412,NON_RANDOMIZED,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93091524,NCT03318588,,,CASE_CONTROL,,PROSPECTIVE,,,,,,,
93116910,NCT01156064,,,CASE_CONTROL,,PROSPECTIVE,,,,,,,
93116911,NCT00912236,,,COHORT,,CROSS_SECTIONAL,,,,,,,
93116912,NCT01696929,NA,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93116913,NCT04137445,RANDOMIZED,PARALLEL,,BASIC_SCIENCE,,DOUBLE,,,True,True,False,False
93523537,NCT06022042,RANDOMIZED,PARALLEL,,TREATMENT,,TRIPLE,"This study takes a single-blind method. During research process, the researchers cannot avoid knowing the type of abutment used by the subjects during the clinical examination and operation, so the subjects can only be single-blinded.The clinical examination data were measured and averaged by two independent clinicians. The data was analysed by a third person.","The researchers prospectively and continuously recruited subjects who underwent implant therapy in the Oral Implantation Center of the Stomatology Hospital Affiliated to Zhejiang University School of Medicine, and all subjects who signed written informed consent were divided into 8 groups by random number table method: ① On1 abutment + Nobel Replace Conical Connection PMC implant group (hereinafter referred to as Nobel PMC), ②On1 abutment + Nobel Parallel™ Conical Connection implant group (hereinafter referred to as Nobel PCC), ③On1 abutment + Nobel Replace Conical Connection implant group (Hereinafter referred to as Nobel CC), ④ One-stage abutment + Nobel PMC implant set, ⑤ One-stage abutment + Nobel PCC implant set, ⑥ One-stage abutment + Nobel CC implant set.",True,True,False,True
93091525,NCT03823183,RANDOMIZED,FACTORIAL,,BASIC_SCIENCE,,SINGLE,,"This study includes 4 intervention conditions: (1) Multi-modal Cognitive intervention + Physical intervention, (2) Cognitive intervention + Physical control, (3) Physical intervention + Cognitive control, and (4) Active Control group, Cognitive control + Physical control) x 3 (Time: Pretest, Post-test, 3-month follow-up) mixed factorial design, with ""Type of training"" as between-subject factors and ""Time"" as within-subject factor. The dependent variables will be behavioral and/or electrophysiological measures of executive functions (inhibition, shifting, working memory), memory functions (short term, episodic memory), and emotional well-being, quality of live and motivation.",True,False,False,False
93091526,NCT02840708,NON_RANDOMIZED,PARALLEL,,TREATMENT,,NONE,,,,,,
93091527,NCT02356913,RANDOMIZED,CROSSOVER,,TREATMENT,,NONE,,,,,,
93091528,NCT03082248,NON_RANDOMIZED,SINGLE_GROUP,,OTHER,,NONE,,,,,,
93091529,NCT03212898,RANDOMIZED,PARALLEL,,HEALTH_SERVICES_RESEARCH,,DOUBLE,,,True,True,False,False
93091530,NCT06313229,RANDOMIZED,PARALLEL,,TREATMENT,,DOUBLE,The present clinical trial was single-blinded one as the evaluator and the statistician were both blinded. While both the implantologist or the participant were not blinded as the interventions were dissimilar.,"single-center, prospective, single-blinded, randomized parallel two-arm controlled clinical trial",True,False,False,True
93091531,NCT00001114,,,,TREATMENT,,,,,,,,
93523538,NCT04498000,,,COHORT,,PROSPECTIVE,,,,,,,
93091532,NCT05301517,RANDOMIZED,PARALLEL,,TREATMENT,,NONE,,,,,,
93091533,NCT01381393,,,COHORT,,PROSPECTIVE,,,,,,,
93091534,NCT02952885,NA,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93091535,NCT03549221,RANDOMIZED,PARALLEL,,TREATMENT,,DOUBLE,,,True,False,False,True
93091536,NCT05706779,NA,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93091537,NCT06484244,NON_RANDOMIZED,PARALLEL,,TREATMENT,,NONE,,,,,,
93091538,NCT04508049,NA,SINGLE_GROUP,,SCREENING,,NONE,,,,,,
93091539,NCT06212297,NA,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93091540,NCT05755438,RANDOMIZED,PARALLEL,,TREATMENT,,QUADRUPLE,,,True,True,True,True
93091541,NCT05332275,RANDOMIZED,PARALLEL,,PREVENTION,,NONE,,,,,,
93091542,NCT03095248,NON_RANDOMIZED,PARALLEL,,TREATMENT,,NONE,,All participants with neurofibromatosis type 2 (NF2) will be stratified based upon tumor type. Vestibular schwannomas are assigned and analyzed as Stratum 1 and all other NF2 associated tumor types will be analyzed as Stratum 2.,,,,
93091543,NCT06148597,,,COHORT,,PROSPECTIVE,,,,,,,
93091544,NCT05931367,RANDOMIZED,PARALLEL,,TREATMENT,,DOUBLE,,,True,False,True,False
93307355,NCT00136370,RANDOMIZED,PARALLEL,,PREVENTION,,DOUBLE,,,False,False,True,True
93307356,NCT04492813,NON_RANDOMIZED,PARALLEL,,BASIC_SCIENCE,,SINGLE,,"Each obese patient is matched with a non-obese patient by considering a pairing according to age (more or less 5 years), gender and renal function (more or less 10ml / min / 1.73m² creatinine clearance).",False,False,False,True
93307357,NCT04160806,RANDOMIZED,PARALLEL,,TREATMENT,,TRIPLE,,,True,False,True,True
93307358,NCT00905047,RANDOMIZED,CROSSOVER,,TREATMENT,,NONE,,,,,,
93523539,NCT00514787,,,CASE_ONLY,,PROSPECTIVE,,,,,,,
93523540,NCT05350553,,,COHORT,,CROSS_SECTIONAL,,,,,,,
93523541,NCT01848236,RANDOMIZED,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93116914,NCT03165604,RANDOMIZED,PARALLEL,,TREATMENT,,DOUBLE,Subjects will be given the same drink (water) in different packaging,,True,True,False,False
93307359,NCT04627415,RANDOMIZED,PARALLEL,,TREATMENT,,SINGLE,,,False,False,False,True
93307360,NCT04767724,RANDOMIZED,PARALLEL,,TREATMENT,,SINGLE,,,True,False,False,False
93307361,NCT04201899,,,COHORT,,PROSPECTIVE,,,,,,,
93307362,NCT01984437,,,COHORT,,PROSPECTIVE,,,,,,,
93307363,NCT04330651,,,COHORT,,PROSPECTIVE,,,,,,,
93307364,NCT01807429,RANDOMIZED,PARALLEL,,TREATMENT,,SINGLE,,,True,False,False,False
93307365,NCT02688530,RANDOMIZED,PARALLEL,,OTHER,,QUADRUPLE,,,True,True,True,True
93307366,NCT04258657,NA,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93307367,NCT04367207,,,COHORT,,PROSPECTIVE,,,,,,,
93307368,NCT06348264,NA,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93307369,NCT02554383,RANDOMIZED,PARALLEL,,TREATMENT,,QUADRUPLE,,,True,True,True,True
93307370,NCT03772093,RANDOMIZED,PARALLEL,,TREATMENT,,NONE,,,,,,
93307371,NCT05495698,RANDOMIZED,PARALLEL,,OTHER,,NONE,,"The first group will receive multi-inhaler triple therapy (control group), the second group single inhaler triple therapy (intervention group 1) and the third group single inhaler triple therapy with extra digital support to increase therapy adherence (intervention group 2).",,,,
93307372,NCT00724386,NON_RANDOMIZED,SINGLE_GROUP,,TREATMENT,,NONE,,,,,,
93307373,NCT03318653,,,COHORT,,CROSS_SECTIONAL,,,,,,,
93307374,NCT03448536,RANDOMIZED,CROSSOVER,,TREATMENT,,QUADRUPLE,,,True,True,True,True
93307375,NCT05006222,NON_RANDOMIZED,PARALLEL,,SUPPORTIVE_CARE,,DOUBLE,,,True,False,True,False
93307376,NCT03575676,RANDOMIZED,CROSSOVER,,TREATMENT,,QUADRUPLE,,,True,True,True,True
93307377,NCT04016116,RANDOMIZED,PARALLEL,,TREATMENT,,NONE,,,,,,
93307378,NCT02788071,RANDOMIZED,PARALLEL,,TREATMENT,,QUADRUPLE,,,True,True,True,True
93307379,NCT01056263,,,,,RETROSPECTIVE,,,,,,,
93307380,NCT01002716,NON_RANDOMIZED,SINGLE_GROUP,,PREVENTION,,NONE,,,,,,
