id,nct_id,intervention_type,name,description
159216981,NCT00335231,DRUG,gatifloxacin ophthalmic (ZYMAR),
159216982,NCT01000038,OTHER,Wii-Fit intervention,"Half hour daily, 5 days a week for 8 weeks"
159216983,NCT01000038,OTHER,Walking,"Half hour daily, five days a week for 8 weeks"
159216984,NCT00828373,DRUG,Placebo,"Immediately before induction, patients will receive 0.15 ml kg-1 of the study drug as an intravenous bolus followed, after tracheal intubation, by a continuous intravenous infusion of 0.2 ml kg-1 h-1. In the Placebo group this will be physiologic saline. The infusion will be stopped after complete recovery from the neuromuscular block."
159216985,NCT00828373,DRUG,Lidocaine,"Immediately before induction, patients will receive 0.15 ml kg-1 of the study drug as an intravenous bolus followed, after tracheal intubation, by a continuous intravenous infusion of 0.2 ml kg-1 h-1. In the lidocaine Arm this regimen corresponds to 1.5 mg kg-1 lidocaine bolus injection and 2 mg kg-1 h-1 lidocaine continuous infusion. The infusion will be stopped after complete recovery from the neuromuscular block."
159216986,NCT00627614,OTHER,breast imaging study,"1. A set of vibro-acoustography (VA) scans will be taken of the breast by an experimental vibro-acoustography device that uses ultrasound for imaging.

2- An ultrasound scan (sonography) of the breast using a clinical ultrasound machine may be taken during the procedure."
159216987,NCT03355443,PROCEDURE,Retroflexion,Retroflexion technique in colonoscopy means turning the colonoscope tip 180 degree in order to look backward in the colon and rectum.
159216988,NCT03355443,PROCEDURE,Re-examination,Re-examination in colonoscopy means examining the cecum and ascending colon twice in the routine fashion.
159216989,NCT05334095,DEVICE,Perclose ProGlide,"After peripheral vascular diagnostic and interventional procedures, patients are randomized to receive Perclose ProGlide."
159216990,NCT05334095,DEVICE,Angio-seal VIP,"After peripheral vascular diagnostic and interventional procedures, patients are randomized to receive Angio-seal VIP"
159216991,NCT03490162,DRUG,DM1157,DM1157 is a novel anti-malarial drug that is derived from chloroquine. DM1157 maintains the efficacy of chloroquine and has molecular features that overcome resistance to chloroquine.
159216992,NCT03490162,OTHER,Placebo,Placebo
159216993,NCT05435040,DEVICE,proprioceptive knee brace,the patient will perform the tests with the knee brace
159216994,NCT05435040,DEVICE,No knee brace,the patient will perform the tests without the knee brace
159216995,NCT04351061,DRUG,Acetazolamide,Acetazolamide 500 mg by mouth twice per day for 7 consecutive days.
159216996,NCT02403687,DRUG,baclofen 2%,compound topical cream
159216997,NCT02403687,DRUG,Bupivacaine hydrochloride 1%,compound topical cream
159216998,NCT02403687,DRUG,Cyclobenzaprine hydrochloride 2%,compound topical cream
159585633,NCT00186862,DRUG,Interleukin-2,"A genetically modified (retroviral) allogeneic tumor vaccine coupled with the human interleukin-2. Patients were treated with 4 injections of these gene-modified tumor cells. The first two were given at weeks 1 and 2. Patients then had a 2 week rest and the remaining 2 injections were given at weeks 4 and 5. A complete evaluation for evidence of toxicity and response were performed at week 8.

At this week 8 evaluation, if there was no excessive toxicity, progressive disease requiring therapy, and if more transduced cells are available, patients had the option to receive 4 additional injections. These additional injections were separated by 1 month at the higher of the two dosage levels originally received."
159216999,NCT02403687,DRUG,Diclofenac Sodium 3%,compound topical cream
159217000,NCT02403687,DRUG,Flurbiprofen 10%,compound topical cream
159217001,NCT02403687,DRUG,Gabapentin 6%,compound topical cream
159217002,NCT02403687,DRUG,Ketamine 10%,compound topical cream
159217003,NCT02403687,DRUG,Lidocaine 2%,compound topical cream
159217004,NCT02403687,DRUG,Prilocaine 2.5%,compound topical cream
159217005,NCT02403687,DRUG,Meloxicam 0.09%,compound topical cream
159217006,NCT02403687,DRUG,Sumatriptan 5%,compound topical cream
159217007,NCT02403687,DRUG,Tizanidine 0.1%,compound topical cream
159217008,NCT02403687,DRUG,Topiramate 2.5%,compound topical cream
159217009,NCT02403687,DRUG,"Capsaicin, USP 0.0375%",compound topical cream
159585634,NCT06476314,DEVICE,Virtual Reality Glasses Group,"Apart from the routine clinic procedure, VR video scenes (contain nature views) will be watched for 5-10 minutes during the procedure."
159585635,NCT06476314,DEVICE,Stress Ball Group,"Apart from the routine clinic procedure, it will be asked squeezing the stress ball for about 5-10 minutes (squeezing it once every time he counts to five)during the procedure."
159217010,NCT02403687,DRUG,"Menthol, NF 5.00 %",compound topical cream
159217011,NCT00925171,BEHAVIORAL,Pulmonary Intervention,"Maintenance programme of 2 hours duration, every 3 months. During the first hour patients will describe the extent to which they have been able to continue with their exercises at home on an individual basis and ways of enhancing adherence to this training will be discussed. Positive re-enforcement will be provided. Patients with suspected depression or social isolation will be referred to their GP for additional management. Patients will be advised on dyspnoea management strategies, especially controlled breathing combined with supervised activity exertion on activities relevant to their daily living. This will be followed by 1 hour of supervised strength and endurance training including walking, cycling, standing from sitting, arm exercises using dumbbells and step-ups. Patients will receive a written report on their progress by their physician and copied to their GP. This will be in addition to the standard advice given to the control group."
159217012,NCT00333892,PROCEDURE,leukapheresis,pack of cells as per protocol
159217013,NCT01757691,DRUG,Fingolimod 0.5mg/daily,
159217014,NCT01757691,DRUG,Placebo,
159217015,NCT00583479,OTHER,one injection into the celiac ganglion,one injection into the celiac ganglion of the standard medication for CB for with chronic pancreatitis or pancreatic cancer
159217016,NCT00583479,OTHER,two injections into the celiac ganglion,two injection into the celiac ganglion of the standard medication for CB for with chronic pancreatitis or pancreatic cancer
159217017,NCT00333203,DRUG,Next Generation Ophthalmic Irrigating Solution (NGOIS),Volume sufficient to irrigate adequately during cataract surgery
159217018,NCT00333203,OTHER,BSS Plus,Volume sufficient to irrigate adequately during cataract surgery
159217019,NCT05869084,DIAGNOSTIC_TEST,pulmonary function tests,pulmonary function tests
159217020,NCT04890743,OTHER,Kinesiotherapy combined with electrotherapy (Convenctional TENS method).,One of the four groups created during randomization will undergo a unified program of kinesiotherapy and electrotherapy (Conventional TENS method).
159217021,NCT04890743,OTHER,Kinesiotherapy combined with electrotherapy (Pseudo-acupuncture TENS method).,One of the four groups created during randomization will undergo a unified program of kinesiotherapy and electrotherapy (Pseudo-acupuncture TENS method).
159217022,NCT04890743,OTHER,Kinesiotherapy combined with electrotherapy (Trabert ultrastimulation method),One of the four groups created during randomization will undergo a unified program of kinesiotherapy and electrotherapy (Trabert ultrastimulation method).
159217023,NCT04890743,OTHER,Kinesiotherapy combined with placebo electrotherapy,One of the four groups created during randomization will undergo a unified program of kinesiotherapy and placebo electrotherapy.
159217024,NCT04322201,DEVICE,continuous drainage of ascitic fluid using an intra-abdominal double lumen central venous catheter,"Ultrasound-guided placement of an intra-abdominal double lumen central venous catheter, using aseptic Seldinger technique, for continuous drainage of ascitic fluid up to 7 days in Intensive Care"
159217025,NCT04322201,PROCEDURE,Ultrasound-guided intermittent large-volume paracentesis,Ultrasound-guided intermittent large-volume paracentesis through 14 Gauge catheter
159217026,NCT02744001,OTHER,Low Added Sugar Diet,1-week intake of Low Added Sugar Diet 3 day rotating menu
159217027,NCT02484859,DRUG,Remifentanil,"Remifentanil infusion will be started with a bolus dose of 0.5 µg/kg before the induction, and will be continued throughout the surgery at a dose of 0.25-0.5 µg/kg/min. At the end of the surgery, the rate of infusion will be decreased to 0.05 µg/kg/min, and continued until the patient is extubated."
159217028,NCT02484859,DRUG,Tramadol,"1 mg/kg tramadol will be added to 100 ml of isotonic fluid, and will be administered intravenously in exactly 30 minutes via a perfusor. The infusion will be started just before the induction."
159217029,NCT02484859,DRUG,Metoprolol,0.1 mg/kg of metoprolol will be administered intravenously within 5 minutes following the administration of neuromuscular blocking agent.
159217030,NCT04250311,DRUG,MMH-407,MMH-407: For oral use.
159217031,NCT04250311,DRUG,Placebo,Placebo: For oral use.
159217032,NCT03705624,OTHER,Enhanced Community Case Management (CCM),Enhanced Community Case Management for malaria (CCM) involving weekly active screening for fever using a research-grade thermometer by a trained health worker. A measured temperature ≥37.5°C or reported fever in the last 24 hours will prompt screening with a conventional rapid diagnostic test (RDT). RDT positive individuals will be treated with AL according to national guidelines
159217033,NCT03705624,OTHER,Monthly Screening and Treatment (MSAT),Monthly Screening and Treatment (MSAT) regardless of symptoms with a conventional RDT. Screening will be performed by research staff with 25-35 days between screening rounds; RDT positive individuals will be treated with AL according to national guidelines.
159217035,NCT01680510,DIETARY_SUPPLEMENT,Alga Dunaliella Bardawil,
159585636,NCT02060383,DRUG,Pasireotide s.c.,Administered to Cushing's disease participants.
159217036,NCT01680510,OTHER,Placebo (starch),
159217037,NCT03074942,DRUG,Reslizumab,Reslizumab 3 mg/kg once / every 4 weeks during 24 weeks
159217038,NCT06309615,OTHER,Standard of Care,"To use the patients age, tumor size, grade, and lymph node status and any genomic tests (i.e. OncotypeDx, MammaPrint etc to determine risk of recurrence,"
159217039,NCT03034291,DIETARY_SUPPLEMENT,Cacao 70%,Consumption for 8 weeks of 50 grams of chocolate per day with 70% cocoa solids.
159217040,NCT03034291,DIETARY_SUPPLEMENT,White chocolate,
159217041,NCT00991068,DRUG,Synera (lidocaine 70 mg and tetracaine 70 mg) topical patch,"Patients will apply a single Synera patch to the target wrist for 2 hours twice a day (ie, morning and evening applications) for 14 days."
