id,nct_id,outcome_id,result_group_id,ctgov_group_code,classification,category,title,description,units,param_type,param_value,param_value_num,dispersion_type,dispersion_value,dispersion_value_num,dispersion_lower_limit,dispersion_upper_limit,explanation_of_na,dispersion_upper_limit_raw,dispersion_lower_limit_raw
756409335,NCT05626673,101267398,317512461,OG000,Frequency of use,,Demand for Mobile App,"3 questions created for the present study, Minimum value: 1, Maximum value: 5, Higher scores reflect higher demand (i.e., better outcome)",units on a scale,MEAN,3.11,3.11,Standard Deviation,.74,0.74,,,,,
753204215,NCT01948193,100832006,316074748,OG000,Grade 3 Vomiting; Post Inj. 2 (N=174),,Percentage of Participants Reporting Solicited Injection-site or Systemic Reaction After Each Vaccination With Sanofi Pasteur's DTaP-IPV-HB-PRP-T Combined Vaccine Following a Documented Dose of Oral Poliovirus and Recombinant Hep B Vaccine at Birth,"Injection-site reactions: Tenderness, Erythema, and Swelling. Systemic reactions: Fever, Vomiting, Crying abnormal, Drowsiness, Appetite lost, and Irritability. Grade 3 Injection site reactions: Tenderness, Cries when injected limb is moved, or reduced movement of injected limb; Erythema and Swelling, ≥50 mm. Grade 3 Systemic reactions: Fever, \>39.5°C or \>103.1°F; Vomiting, ≥6 episodes/24 hours or requires parenteral hydration; Crying abnormal, \>3 hours; Drowsiness, Sleeping most of the time/difficult to wake up; Appetite lost, Refuses ≥3 or most feeds/meals; Irritability, Inconsolable.",Percentage of participants,NUMBER,0.0,0.0,,,,,,,,
753204216,NCT01948193,100832006,316074748,OG000,Any Crying abnormal; Post Inj. 2 (N=174),,Percentage of Participants Reporting Solicited Injection-site or Systemic Reaction After Each Vaccination With Sanofi Pasteur's DTaP-IPV-HB-PRP-T Combined Vaccine Following a Documented Dose of Oral Poliovirus and Recombinant Hep B Vaccine at Birth,"Injection-site reactions: Tenderness, Erythema, and Swelling. Systemic reactions: Fever, Vomiting, Crying abnormal, Drowsiness, Appetite lost, and Irritability. Grade 3 Injection site reactions: Tenderness, Cries when injected limb is moved, or reduced movement of injected limb; Erythema and Swelling, ≥50 mm. Grade 3 Systemic reactions: Fever, \>39.5°C or \>103.1°F; Vomiting, ≥6 episodes/24 hours or requires parenteral hydration; Crying abnormal, \>3 hours; Drowsiness, Sleeping most of the time/difficult to wake up; Appetite lost, Refuses ≥3 or most feeds/meals; Irritability, Inconsolable.",Percentage of participants,NUMBER,9.8,9.8,,,,,,,,
753204217,NCT01948193,100832006,316074748,OG000,Grade 3 Crying abnormal; Post Inj. 2 (N=174),,Percentage of Participants Reporting Solicited Injection-site or Systemic Reaction After Each Vaccination With Sanofi Pasteur's DTaP-IPV-HB-PRP-T Combined Vaccine Following a Documented Dose of Oral Poliovirus and Recombinant Hep B Vaccine at Birth,"Injection-site reactions: Tenderness, Erythema, and Swelling. Systemic reactions: Fever, Vomiting, Crying abnormal, Drowsiness, Appetite lost, and Irritability. Grade 3 Injection site reactions: Tenderness, Cries when injected limb is moved, or reduced movement of injected limb; Erythema and Swelling, ≥50 mm. Grade 3 Systemic reactions: Fever, \>39.5°C or \>103.1°F; Vomiting, ≥6 episodes/24 hours or requires parenteral hydration; Crying abnormal, \>3 hours; Drowsiness, Sleeping most of the time/difficult to wake up; Appetite lost, Refuses ≥3 or most feeds/meals; Irritability, Inconsolable.",Percentage of participants,NUMBER,0.0,0.0,,,,,,,,
753204218,NCT01948193,100832006,316074748,OG000,Any Drowsiness; Post Inj. 2 (N=174),,Percentage of Participants Reporting Solicited Injection-site or Systemic Reaction After Each Vaccination With Sanofi Pasteur's DTaP-IPV-HB-PRP-T Combined Vaccine Following a Documented Dose of Oral Poliovirus and Recombinant Hep B Vaccine at Birth,"Injection-site reactions: Tenderness, Erythema, and Swelling. Systemic reactions: Fever, Vomiting, Crying abnormal, Drowsiness, Appetite lost, and Irritability. Grade 3 Injection site reactions: Tenderness, Cries when injected limb is moved, or reduced movement of injected limb; Erythema and Swelling, ≥50 mm. Grade 3 Systemic reactions: Fever, \>39.5°C or \>103.1°F; Vomiting, ≥6 episodes/24 hours or requires parenteral hydration; Crying abnormal, \>3 hours; Drowsiness, Sleeping most of the time/difficult to wake up; Appetite lost, Refuses ≥3 or most feeds/meals; Irritability, Inconsolable.",Percentage of participants,NUMBER,3.4,3.4,,,,,,,,
753204219,NCT01948193,100832006,316074748,OG000,Grade 3 Drowsiness; Post Inj. 2 (N=174),,Percentage of Participants Reporting Solicited Injection-site or Systemic Reaction After Each Vaccination With Sanofi Pasteur's DTaP-IPV-HB-PRP-T Combined Vaccine Following a Documented Dose of Oral Poliovirus and Recombinant Hep B Vaccine at Birth,"Injection-site reactions: Tenderness, Erythema, and Swelling. Systemic reactions: Fever, Vomiting, Crying abnormal, Drowsiness, Appetite lost, and Irritability. Grade 3 Injection site reactions: Tenderness, Cries when injected limb is moved, or reduced movement of injected limb; Erythema and Swelling, ≥50 mm. Grade 3 Systemic reactions: Fever, \>39.5°C or \>103.1°F; Vomiting, ≥6 episodes/24 hours or requires parenteral hydration; Crying abnormal, \>3 hours; Drowsiness, Sleeping most of the time/difficult to wake up; Appetite lost, Refuses ≥3 or most feeds/meals; Irritability, Inconsolable.",Percentage of participants,NUMBER,0.0,0.0,,,,,,,,
753204220,NCT01948193,100832006,316074748,OG000,Any Appetite lost; Post Inj. 2 (N=174),,Percentage of Participants Reporting Solicited Injection-site or Systemic Reaction After Each Vaccination With Sanofi Pasteur's DTaP-IPV-HB-PRP-T Combined Vaccine Following a Documented Dose of Oral Poliovirus and Recombinant Hep B Vaccine at Birth,"Injection-site reactions: Tenderness, Erythema, and Swelling. Systemic reactions: Fever, Vomiting, Crying abnormal, Drowsiness, Appetite lost, and Irritability. Grade 3 Injection site reactions: Tenderness, Cries when injected limb is moved, or reduced movement of injected limb; Erythema and Swelling, ≥50 mm. Grade 3 Systemic reactions: Fever, \>39.5°C or \>103.1°F; Vomiting, ≥6 episodes/24 hours or requires parenteral hydration; Crying abnormal, \>3 hours; Drowsiness, Sleeping most of the time/difficult to wake up; Appetite lost, Refuses ≥3 or most feeds/meals; Irritability, Inconsolable.",Percentage of participants,NUMBER,3.4,3.4,,,,,,,,
753204221,NCT01948193,100832006,316074748,OG000,Grade 3 Appetite lost; Post Inj. 2 (N=174),,Percentage of Participants Reporting Solicited Injection-site or Systemic Reaction After Each Vaccination With Sanofi Pasteur's DTaP-IPV-HB-PRP-T Combined Vaccine Following a Documented Dose of Oral Poliovirus and Recombinant Hep B Vaccine at Birth,"Injection-site reactions: Tenderness, Erythema, and Swelling. Systemic reactions: Fever, Vomiting, Crying abnormal, Drowsiness, Appetite lost, and Irritability. Grade 3 Injection site reactions: Tenderness, Cries when injected limb is moved, or reduced movement of injected limb; Erythema and Swelling, ≥50 mm. Grade 3 Systemic reactions: Fever, \>39.5°C or \>103.1°F; Vomiting, ≥6 episodes/24 hours or requires parenteral hydration; Crying abnormal, \>3 hours; Drowsiness, Sleeping most of the time/difficult to wake up; Appetite lost, Refuses ≥3 or most feeds/meals; Irritability, Inconsolable.",Percentage of participants,NUMBER,0.0,0.0,,,,,,,,
756409336,NCT05626673,101267398,317512461,OG000,Interest in future use,,Demand for Mobile App,"3 questions created for the present study, Minimum value: 1, Maximum value: 5, Higher scores reflect higher demand (i.e., better outcome)",units on a scale,MEAN,4.31,4.31,Standard Deviation,.73,0.73,,,,,
756409337,NCT05626673,101267398,317512461,OG000,Perceived demand within participants' religious community,,Demand for Mobile App,"3 questions created for the present study, Minimum value: 1, Maximum value: 5, Higher scores reflect higher demand (i.e., better outcome)",units on a scale,MEAN,4.29,4.29,Standard Deviation,.83,0.83,,,,,
755493564,NCT03531762,101140528,317093772,OG001,,,"Time to Reach Maximum Plasma Concentration (Tmax) of Tepotinib in Treatments A, B and C",Time to reach the maximum plasma concentration (Tmax) was obtained directly from the concentration versus time curve.,Hours,MEDIAN,12.0,12.0,Full Range,,,4.0,48.0,,48.0,4.0
756409338,NCT05626673,101267398,317512461,OG000,Perceived demand within participants' cultural community,,Demand for Mobile App,"3 questions created for the present study, Minimum value: 1, Maximum value: 5, Higher scores reflect higher demand (i.e., better outcome)",units on a scale,MEAN,4.11,4.11,Standard Deviation,.82,0.82,,,,,
756409339,NCT05626673,101267399,317512462,OG000,Difficulty of use,,Practicality of Mobile App,"5 questions created for the present study, Minimum value: 1, Maximum value: 5, Higher scores reflect higher practicality (i.e., better outcome)",units on a scale,MEAN,1.76,1.76,Standard Deviation,.90,0.9,,,,,
756409340,NCT05626673,101267399,317512462,OG000,Ability to use and navigate app,,Practicality of Mobile App,"5 questions created for the present study, Minimum value: 1, Maximum value: 5, Higher scores reflect higher practicality (i.e., better outcome)",units on a scale,MEAN,4.35,4.35,Standard Deviation,.70,0.7,,,,,
756409341,NCT05626673,101267399,317512462,OG000,Perceived cost of the app,,Practicality of Mobile App,"5 questions created for the present study, Minimum value: 1, Maximum value: 5, Higher scores reflect higher practicality (i.e., better outcome)",units on a scale,MEAN,2.46,2.46,Standard Deviation,.86,0.86,,,,,
756409342,NCT05626673,101267399,317512462,OG000,Ease of paying monthly fee,,Practicality of Mobile App,"5 questions created for the present study, Minimum value: 1, Maximum value: 5, Higher scores reflect higher practicality (i.e., better outcome)",units on a scale,MEAN,2.35,2.35,Standard Deviation,.97,0.97,,,,,
756409391,NCT02247440,101267414,317512477,OG000,Week 24 to Week 28,Compliance < 80%,"Number of Participants With Ribavirin Compliance at ≥ 95%, 80% - 95%, and < 80%","Number of participants with ribavirin compliance at ≥ 95%, 80% - 95%, and \< 80%.",Participants,COUNT_OF_PARTICIPANTS,1,1.0,,,,,,,,
756409392,NCT02247440,101267414,317512477,OG000,Week 24 to Week 28,Compliance 80% - 95%,"Number of Participants With Ribavirin Compliance at ≥ 95%, 80% - 95%, and < 80%","Number of participants with ribavirin compliance at ≥ 95%, 80% - 95%, and \< 80%.",Participants,COUNT_OF_PARTICIPANTS,0,0.0,,,,,,,,
756409393,NCT02247440,101267414,317512477,OG000,Week 24 to Week 28,Compliance ≥ 95%,"Number of Participants With Ribavirin Compliance at ≥ 95%, 80% - 95%, and < 80%","Number of participants with ribavirin compliance at ≥ 95%, 80% - 95%, and \< 80%.",Participants,COUNT_OF_PARTICIPANTS,14,14.0,,,,,,,,
756409394,NCT02247440,101267414,317512477,OG000,Week 28 to Week 32,Compliance < 80%,"Number of Participants With Ribavirin Compliance at ≥ 95%, 80% - 95%, and < 80%","Number of participants with ribavirin compliance at ≥ 95%, 80% - 95%, and \< 80%.",Participants,COUNT_OF_PARTICIPANTS,1,1.0,,,,,,,,
756409395,NCT02247440,101267414,317512477,OG000,Week 28 to Week 32,Compliance 80% - 95%,"Number of Participants With Ribavirin Compliance at ≥ 95%, 80% - 95%, and < 80%","Number of participants with ribavirin compliance at ≥ 95%, 80% - 95%, and \< 80%.",Participants,COUNT_OF_PARTICIPANTS,0,0.0,,,,,,,,
756409396,NCT02247440,101267414,317512477,OG000,Week 28 to Week 32,Compliance ≥ 95%,"Number of Participants With Ribavirin Compliance at ≥ 95%, 80% - 95%, and < 80%","Number of participants with ribavirin compliance at ≥ 95%, 80% - 95%, and \< 80%.",Participants,COUNT_OF_PARTICIPANTS,13,13.0,,,,,,,,
756409397,NCT02247440,101267414,317512477,OG000,Week 32 to Week 36,Compliance < 80%,"Number of Participants With Ribavirin Compliance at ≥ 95%, 80% - 95%, and < 80%","Number of participants with ribavirin compliance at ≥ 95%, 80% - 95%, and \< 80%.",Participants,COUNT_OF_PARTICIPANTS,0,0.0,,,,,,,,
756409398,NCT02247440,101267414,317512477,OG000,Week 32 to Week 36,Compliance 80% - 95%,"Number of Participants With Ribavirin Compliance at ≥ 95%, 80% - 95%, and < 80%","Number of participants with ribavirin compliance at ≥ 95%, 80% - 95%, and \< 80%.",Participants,COUNT_OF_PARTICIPANTS,0,0.0,,,,,,,,
756409399,NCT02247440,101267414,317512477,OG000,Week 32 to Week 36,Compliance ≥ 95%,"Number of Participants With Ribavirin Compliance at ≥ 95%, 80% - 95%, and < 80%","Number of participants with ribavirin compliance at ≥ 95%, 80% - 95%, and \< 80%.",Participants,COUNT_OF_PARTICIPANTS,14,14.0,,,,,,,,
756409400,NCT02247440,101267414,317512477,OG000,Week 36 to Week 44,Compliance < 80%,"Number of Participants With Ribavirin Compliance at ≥ 95%, 80% - 95%, and < 80%","Number of participants with ribavirin compliance at ≥ 95%, 80% - 95%, and \< 80%.",Participants,COUNT_OF_PARTICIPANTS,0,0.0,,,,,,,,
755493565,NCT03531762,101140528,317093773,OG002,,,"Time to Reach Maximum Plasma Concentration (Tmax) of Tepotinib in Treatments A, B and C",Time to reach the maximum plasma concentration (Tmax) was obtained directly from the concentration versus time curve.,Hours,MEDIAN,8.0,8.0,Full Range,,,6.0,12.0,,12.0,6.0
755493566,NCT03531762,101140529,317093774,OG000,,,"Apparent Terminal Half-life (t1/2) of Tepotinib in Treatments A, B and C",Terminal half-life is the time measured for the concentration to decrease by one half. Terminal half-life calculated by natural log 2 divided by lambda z.,hour,MEDIAN,32.9,32.9,Full Range,,,23.2,40.5,,40.5,23.2
756409401,NCT02247440,101267414,317512477,OG000,Week 36 to Week 44,Compliance 80% - 95%,"Number of Participants With Ribavirin Compliance at ≥ 95%, 80% - 95%, and < 80%","Number of participants with ribavirin compliance at ≥ 95%, 80% - 95%, and \< 80%.",Participants,COUNT_OF_PARTICIPANTS,1,1.0,,,,,,,,
756409402,NCT02247440,101267414,317512477,OG000,Week 36 to Week 44,Compliance ≥ 95%,"Number of Participants With Ribavirin Compliance at ≥ 95%, 80% - 95%, and < 80%","Number of participants with ribavirin compliance at ≥ 95%, 80% - 95%, and \< 80%.",Participants,COUNT_OF_PARTICIPANTS,13,13.0,,,,,,,,
756409403,NCT02247440,101267414,317512477,OG000,Week 44 to Week 48,Compliance < 80%,"Number of Participants With Ribavirin Compliance at ≥ 95%, 80% - 95%, and < 80%","Number of participants with ribavirin compliance at ≥ 95%, 80% - 95%, and \< 80%.",Participants,COUNT_OF_PARTICIPANTS,0,0.0,,,,,,,,
756409404,NCT02247440,101267414,317512477,OG000,Week 44 to Week 48,Compliance 80% - 95%,"Number of Participants With Ribavirin Compliance at ≥ 95%, 80% - 95%, and < 80%","Number of participants with ribavirin compliance at ≥ 95%, 80% - 95%, and \< 80%.",Participants,COUNT_OF_PARTICIPANTS,0,0.0,,,,,,,,
756409405,NCT02247440,101267414,317512477,OG000,Week 44 to Week 48,Compliance ≥ 95%,"Number of Participants With Ribavirin Compliance at ≥ 95%, 80% - 95%, and < 80%","Number of participants with ribavirin compliance at ≥ 95%, 80% - 95%, and \< 80%.",Participants,COUNT_OF_PARTICIPANTS,14,14.0,,,,,,,,
756409406,NCT00068367,101267415,317512478,OG000,,,"Patients With Response (Confirmed Complete, and Partial) With Unresectable or Metastatic Malignant Peripheral Nerve Sheath Tumor When Treated With Erlotinib.","Complete response - Complete disappearance of all measurable and non-measurable disease. No new lesions, no disease related symptoms, normalization of markers and other abnormal lab values.

Partial response - Greater than or equal to 30% decrease under baseline of the sum of longest diameters of all target measurable lesions. No unequivocal progression of non-measurable disease, no new lesions.",Participants,COUNT_OF_PARTICIPANTS,0,0.0,,,,,,,,
