nct_id,phase,condition,intervention_type,sponsor_type,enrollment,status,outcome_label,final_outcome
NCT00000401,PHASE2,Rheumatoid Arthritis,DRUG,NIH,110.0,COMPLETED,,Failed
NCT00000402,PHASE2,Osteoporosis,DRUG,NIH,354.0,COMPLETED,,Failed
NCT00000403,PHASE3,Osteoarthritis,DRUG,NIH,432.0,COMPLETED,,Failed
NCT00000404,PHASE2,Osteoarthritis,BEHAVIORAL,NIH,300.0,COMPLETED,,Failed
NCT00000405,PHASE2,Osteoporosis,PROCEDURE,NIH,200.0,COMPLETED,,Failed
NCT00000406,PHASE2,"Osteoarthritis, Knee",PROCEDURE,NIH,280.0,COMPLETED,,Failed
NCT00000407,PHASE2,Arthritis,BEHAVIORAL,NIH,326.0,COMPLETED,,Failed
NCT00000408,NA,Low Back Pain,PROCEDURE,NIH,580.0,COMPLETED,,Failed
NCT00000409,PHASE4,Spondylolisthesis,PROCEDURE,NIH,304.0,COMPLETED,,Failed
NCT00000410,PHASE4,Herniated Disc,PROCEDURE,NIH,501.0,COMPLETED,,Failed
NCT00000411,PHASE4,Spinal Stenosis,PROCEDURE,NIH,289.0,COMPLETED,,Failed
NCT00000412,PHASE3,Osteoporosis,DRUG,NIH,149.0,COMPLETED,,Failed
NCT00000413,PHASE2,Osteoporosis,BEHAVIORAL,NIH,340.0,COMPLETED,,Failed
NCT00000414,NA,Rheumatoid Arthritis,BEHAVIORAL,NIH,1200.0,COMPLETED,,Failed
NCT00000415,PHASE2,Physical Activity,PROCEDURE,NIH,224.0,COMPLETED,,Failed
NCT00000416,NA,Rheumatoid Arthritis,OTHER,NIH,242.0,COMPLETED,,Failed
NCT00000417,PHASE2,Systemic Lupus Erythematosus,PROCEDURE,NIH,150.0,COMPLETED,,Failed
NCT00000418,PHASE2,Acute Low Back Pain,PROCEDURE,NIH,211.0,COMPLETED,,Failed
NCT00000419,PHASE3,Systemic Lupus Erythematosus,DRUG,NIH,350.0,TERMINATED,,Failed
NCT00000420,PHASE3,Systemic Lupus Erythematosus,DRUG,NIH,350.0,COMPLETED,,Failed
NCT00000421,PHASE2,Systemic Lupus Erythematosus,DRUG,NIH,154.0,COMPLETED,,Failed
NCT00000422,PHASE2/PHASE3,Fibromyalgia,BEHAVIORAL,OTHER,312.0,COMPLETED,,Failed
NCT00000423,PHASE2,Fibromyalgia,BEHAVIORAL,NIH,600.0,COMPLETED,,Failed
NCT00000424,PHASE2,"Osteoarthritis, Knee",PROCEDURE,NIH,180.0,COMPLETED,,Failed
NCT00000425,PHASE3,Osteoarthritis,DRUG,NIH,900.0,COMPLETED,,Failed
NCT00000426,PHASE2,Osteoporosis,DRUG,NIH,150.0,COMPLETED,,Failed
NCT00000427,PHASE3,Osteoporosis,DRUG,NIH,81.0,COMPLETED,,Failed
NCT00000428,PHASE4,Fibromyalgia,DRUG,NIH,58.0,COMPLETED,,Failed
NCT00000429,PHASE2,Juvenile Rheumatoid Arthritis,DRUG,NIH,192.0,COMPLETED,,Failed
NCT00000430,PHASE3,Osteopenia,DRUG,NIH,240.0,TERMINATED,,Failed
NCT00000431,PHASE1,Varicose Ulcer,DRUG,NIH,24.0,COMPLETED,,Failed
NCT00000432,PHASE3,Lyme Disease,BEHAVIORAL,NIH,20000.0,COMPLETED,,Failed
NCT00000433,PHASE2,"Spondylitis, Ankylosing",DRUG,NIH,42.0,COMPLETED,,Failed
NCT00000434,PHASE2,Osteoarthritis,BEHAVIORAL,NIH,217.0,COMPLETED,,Failed
NCT00000435,PHASE2,Rheumatoid Arthritis,DRUG,NIH,160.0,COMPLETED,,Failed
NCT00000436,PHASE3,Unilateral Hip Fracture,BEHAVIORAL,NIH,200.0,COMPLETED,,Failed
NCT00000437,PHASE4,Alcoholism,DRUG,NIH,60.0,COMPLETED,,Failed
NCT00000438,PHASE4,Alcoholism,DRUG,NIH,192.0,COMPLETED,,Failed
NCT00000439,PHASE2,Alcoholism,DRUG,OTHER,72.0,COMPLETED,,Failed
NCT00000440,PHASE2,Alcoholism,DRUG,NIH,124.0,COMPLETED,,Failed
NCT00000441,PHASE4,Alcoholism,DRUG,NIH,,COMPLETED,,Failed
NCT00000442,PHASE4,Alcoholism,DRUG,NIH,57.0,COMPLETED,,Failed
NCT00000443,PHASE2,Alcoholism,DRUG,NIH,,COMPLETED,,Failed
NCT00000444,PHASE4,Alcoholism,DRUG,NIH,500.0,COMPLETED,,Failed
NCT00000445,PHASE4,Alcoholism,DRUG,NIH,300.0,COMPLETED,,Failed
NCT00000446,PHASE2,Alcoholism,DRUG,NIH,,COMPLETED,,Failed
NCT00000447,PHASE4,Alcoholism,DRUG,NIH,200.0,COMPLETED,,Failed
NCT00000448,PHASE4,Alcoholism,DRUG,NIH,160.0,COMPLETED,,Failed
NCT00000449,PHASE4,Alcoholism,DRUG,NIH,160.0,COMPLETED,,Failed
NCT00000450,PHASE4,Alcoholism,DRUG,NIH,159.0,COMPLETED,,Failed
NCT00000451,PHASE2,Alcoholism,DRUG,NIH,198.0,COMPLETED,,Failed
NCT00000452,PHASE4,Alcoholism,DRUG,NIH,240.0,COMPLETED,,Failed
NCT00000454,PHASE4,Alcoholism,DRUG,NIH,112.0,COMPLETED,,Failed
NCT00000455,PHASE4,Alcoholism,DRUG,NIH,160.0,COMPLETED,,Failed
NCT00000456,PHASE4,Alcoholism,DRUG,NIH,160.0,COMPLETED,,Failed
NCT00000457,PHASE2,Alcoholism,DRUG,NIH,195.0,COMPLETED,,Failed
NCT00000458,PHASE2,Alcoholism,DRUG,NIH,100.0,COMPLETED,,Failed
NCT00000459,PHASE3,Cardiovascular Diseases,BEHAVIORAL,NIH,,COMPLETED,,Failed
NCT00000460,,Cardiovascular Diseases,BEHAVIORAL,NIH,0.0,WITHDRAWN,,Failed
NCT00000461,PHASE2,Cardiovascular Diseases,DRUG,NIH,,COMPLETED,,Failed
NCT00000462,PHASE3,Angina Pectoris,PROCEDURE,NIH,,COMPLETED,,Failed
NCT00000463,PHASE3,Cardiovascular Diseases,DRUG,NIH,,COMPLETED,,Failed
NCT00000464,PHASE3,Arrhythmia,DRUG,NIH,,COMPLETED,,Failed
NCT00000465,PHASE3,Cardiovascular Diseases,PROCEDURE,NIH,,COMPLETED,,Failed
NCT00000466,PHASE3,Bone Diseases,DRUG,NIH,,COMPLETED,,Failed
NCT00000467,PHASE3,Cardiovascular Diseases,BEHAVIORAL,NIH,,COMPLETED,,Failed
NCT00000468,PHASE3,Cardiovascular Diseases,DRUG,NIH,,COMPLETED,,Failed
NCT00000469,PHASE2,Cardiovascular Diseases,DRUG,NIH,,COMPLETED,,Failed
NCT00000470,PHASE3,Cardiovascular Diseases,PROCEDURE,NIH,171.0,COMPLETED,,Failed
NCT00000471,PHASE2,Cardiovascular Diseases,BEHAVIORAL,NIH,,COMPLETED,,Failed
NCT00000472,PHASE3,Angina Pectoris,DRUG,NIH,,COMPLETED,,Failed
NCT00000473,PHASE3,Cardiovascular Diseases,BEHAVIORAL,NIH,,COMPLETED,,Failed
NCT00000474,PHASE3,Cardiovascular Diseases,BEHAVIORAL,NIH,,COMPLETED,,Failed
NCT00000475,PHASE2,Cardiovascular Diseases,BEHAVIORAL,NIH,,COMPLETED,,Failed
NCT00000476,PHASE3,Arrhythmia,DRUG,NIH,,COMPLETED,,Failed
NCT00000477,PHASE2,Atherosclerosis,DRUG,NIH,,COMPLETED,,Failed
NCT00000478,PHASE3,Cardiovascular Diseases,DRUG,NIH,,COMPLETED,,Failed
NCT00000479,PHASE3,Cardiovascular Diseases,DRUG,NIH,39876.0,COMPLETED,"Number of Participants With Major Cardiovascular Events (a Combined Endpoint of Nonfatal Myocardial Infarction, Nonfatal Stroke, and Total Cardiovascular Death)",Passed
NCT00000480,PHASE3,Arrhythmia,PROCEDURE,NIH,,COMPLETED,,Failed
NCT00000481,PHASE3,Cardiovascular Diseases,BEHAVIORAL,NIH,,COMPLETED,,Failed
NCT00000482,PHASE3,Cardiovascular Diseases,DRUG,NIH,,COMPLETED,,Failed
NCT00000483,NA,Cardiovascular Diseases,DRUG,NIH,,COMPLETED,,Failed
NCT00000484,PHASE3,Cardiovascular Diseases,DRUG,NIH,,COMPLETED,,Failed
NCT00000485,PHASE3,Cardiovascular Diseases,DRUG,NIH,,COMPLETED,,Failed
NCT00000486,PHASE3,"Angina, Unstable",PROCEDURE,NIH,,COMPLETED,,Failed
NCT00000487,PHASE3,Cardiovascular Diseases,DRUG,NIH,,COMPLETED,,Failed
NCT00000488,PHASE3,Cardiovascular Diseases,DRUG,NIH,,COMPLETED,,Failed
NCT00000489,PHASE3,Cardiovascular Diseases,PROCEDURE,NIH,,COMPLETED,,Failed
NCT00000490,PHASE3,Cardiovascular Diseases,PROCEDURE,NIH,,COMPLETED,,Failed
NCT00000491,PHASE3,Cardiovascular Diseases,DRUG,NIH,,COMPLETED,,Failed
NCT00000492,PHASE3,Arrhythmia,DRUG,NIH,,COMPLETED,,Failed
NCT00000493,PHASE3,Cardiovascular Diseases,DRUG,NIH,,COMPLETED,,Failed
NCT00000494,PHASE3,Cardiovascular Diseases,DRUG,NIH,,COMPLETED,,Failed
NCT00000495,PHASE3,Cardiovascular Diseases,BEHAVIORAL,NIH,,COMPLETED,,Failed
NCT00000496,PHASE3,Cardiovascular Diseases,DRUG,NIH,,COMPLETED,,Failed
NCT00000497,PHASE3,Cardiovascular Diseases,BEHAVIORAL,NIH,,COMPLETED,,Failed
NCT00000498,PHASE3,Cardiovascular Diseases,BEHAVIORAL,NIH,,COMPLETED,,Failed
NCT00000499,PHASE2,Cardiovascular Diseases,DRUG,NIH,,COMPLETED,,Failed
NCT00000500,PHASE3,Cardiovascular Diseases,DRUG,NIH,,COMPLETED,,Failed
NCT00000501,PHASE2,Cardiovascular Diseases,BEHAVIORAL,NIH,,COMPLETED,,Failed
NCT00000502,PHASE3,Arrhythmia,PROCEDURE,NIH,,COMPLETED,,Failed
NCT00000503,PHASE3,Cardiovascular Diseases,DRUG,NIH,,COMPLETED,,Failed
NCT00000504,PHASE2,Arrhythmia,DRUG,NIH,,COMPLETED,,Failed
NCT00000505,PHASE3,Cardiovascular Diseases,DRUG,NIH,,COMPLETED,,Failed
NCT00000506,PHASE2,Heart Diseases,DRUG,NIH,,COMPLETED,,Failed
NCT00000507,PHASE3,Cardiovascular Diseases,DRUG,NIH,,COMPLETED,,Failed
NCT00000508,PHASE3,Cardiovascular Diseases,BEHAVIORAL,NIH,,COMPLETED,,Failed
NCT00000509,PHASE3,Cardiovascular Diseases,BEHAVIORAL,NIH,,COMPLETED,,Failed
NCT00000510,PHASE3,Angina Pectoris,DRUG,NIH,,COMPLETED,,Failed
NCT00000511,PHASE2,Cardiovascular Diseases,DIETARY_SUPPLEMENT,NIH,,COMPLETED,,Failed
NCT00000512,PHASE3,Cardiovascular Diseases,DRUG,NIH,146.0,COMPLETED,,Failed
NCT00000513,PHASE3,Cardiovascular Diseases,BEHAVIORAL,NIH,,COMPLETED,,Failed
NCT00000514,PHASE3,Cardiovascular Diseases,DRUG,NIH,,COMPLETED,,Failed
NCT00000515,PHASE3,Cardiovascular Diseases,BEHAVIORAL,NIH,,COMPLETED,,Failed
NCT00000516,PHASE3,Cardiovascular Diseases,DRUG,NIH,,COMPLETED,,Failed
NCT00000517,PHASE3,Arrhythmia,DRUG,NIH,,COMPLETED,,Failed
NCT00000518,PHASE3,Arrhythmia,PROCEDURE,NIH,,COMPLETED,,Failed
NCT00000519,PHASE3,Cardiovascular Diseases,BEHAVIORAL,NIH,,COMPLETED,,Failed
NCT00000520,PHASE2,Cardiovascular Diseases,DRUG,NIH,,COMPLETED,,Failed
NCT00000521,PHASE4,Cardiovascular Diseases,BEHAVIORAL,NIH,285.0,COMPLETED,,Failed
NCT00000522,PHASE2,Cardiovascular Diseases,BEHAVIORAL,NIH,,COMPLETED,,Failed
NCT00000523,PHASE2,Cardiovascular Diseases,BEHAVIORAL,NIH,,COMPLETED,,Failed
NCT00000524,PHASE2,Cardiovascular Diseases,DRUG,NIH,,COMPLETED,,Failed
NCT00000525,PHASE3,Cardiovascular Diseases,DRUG,NIH,233.0,COMPLETED,,Failed
NCT00000526,PHASE3,Cardiovascular Diseases,DRUG,NIH,,COMPLETED,,Failed
NCT00000527,PHASE2,Cardiovascular Diseases,DRUG,NIH,,COMPLETED,,Failed
NCT00000528,PHASE3,Cardiovascular Diseases,BEHAVIORAL,NIH,,COMPLETED,,Failed
NCT00000529,PHASE3,Cardiovascular Diseases,DRUG,NIH,,COMPLETED,,Failed
NCT00000530,PHASE3,Cardiovascular Diseases,DRUG,NIH,,COMPLETED,,Failed
NCT00000531,PHASE3,Arrhythmia,DEVICE,NIH,,COMPLETED,,Failed
NCT00000532,PHASE3,Cardiovascular Diseases,BEHAVIORAL,NIH,,COMPLETED,,Failed
NCT00000533,PHASE3,Cardiovascular Diseases,BEHAVIORAL,NIH,,COMPLETED,,Failed
NCT00000534,PHASE3,Cardiovascular Diseases,DRUG,NIH,,COMPLETED,,Failed
NCT00000535,PHASE3,Cardiovascular Diseases,BEHAVIORAL,NIH,,COMPLETED,,Failed
NCT00000536,PHASE2,Cardiovascular Diseases,BEHAVIORAL,NIH,,COMPLETED,,Failed
NCT00000537,PHASE2,Cardiovascular Diseases,BEHAVIORAL,NIH,,COMPLETED,,Failed
NCT00000538,PHASE3,Cardiovascular Diseases,BEHAVIORAL,NIH,189.0,COMPLETED,,Failed
NCT00000539,PHASE3,Arterial Occlusive Diseases,DRUG,NIH,,COMPLETED,,Failed
NCT00000540,PHASE3,Arrhythmia,DEVICE,NIH,,COMPLETED,,Failed
NCT00000541,PHASE2,Cardiovascular Diseases,BEHAVIORAL,NIH,,COMPLETED,,Failed
NCT00000542,PHASE3,Cardiovascular Diseases,DRUG,NIH,,COMPLETED,,Failed
NCT00000543,PHASE2,Cardiovascular Diseases,BEHAVIORAL,NIH,,COMPLETED,,Failed
NCT00000544,PHASE3,Cardiovascular Diseases,BEHAVIORAL,NIH,,COMPLETED,,Failed
NCT00000545,PHASE2,Cardiovascular Diseases,BEHAVIORAL,NIH,,COMPLETED,,Failed
NCT00000546,PHASE3,Cardiovascular Diseases,BEHAVIORAL,NIH,,COMPLETED,,Failed
NCT00000547,PHASE3,Cardiovascular Diseases,DRUG,NIH,,COMPLETED,,Failed
NCT00000548,PHASE3,Bronchopulmonary Dysplasia,PROCEDURE,NIH,,COMPLETED,,Failed
NCT00000549,PHASE3,Cardiovascular Diseases,DRUG,NIH,,COMPLETED,,Failed
NCT00000550,PHASE3,Cardiovascular Diseases,BEHAVIORAL,NIH,,COMPLETED,,Failed
NCT00000551,PHASE3,Cardiovascular Diseases,BEHAVIORAL,NIH,,COMPLETED,,Failed
NCT00000552,PHASE3,Cardiovascular Diseases,PROCEDURE,NIH,,COMPLETED,,Failed
NCT00000553,PHASE3,Cardiovascular Diseases,DRUG,NIH,,COMPLETED,,Failed
NCT00000554,PHASE3,Angina Pectoris,PROCEDURE,NIH,,COMPLETED,,Failed
NCT00000555,PHASE3,Cardiovascular Diseases,DRUG,NIH,,COMPLETED,,Failed
NCT00000556,PHASE3,Arrhythmia,DRUG,NIH,,COMPLETED,,Failed
NCT00000557,PHASE3,Cardiovascular Diseases,BEHAVIORAL,NIH,,COMPLETED,,Failed
NCT00000558,PHASE3,Cardiovascular Diseases,DRUG,NIH,,COMPLETED,,Failed
NCT00000559,PHASE3,Cardiovascular Diseases,DRUG,NIH,,COMPLETED,,Failed
NCT00000560,PHASE3,Cardiovascular Diseases,DRUG,NIH,,COMPLETED,,Failed
NCT00000561,PHASE3,Arrhythmia,DEVICE,NIH,,COMPLETED,,Failed
NCT00000562,PHASE3,Acute Respiratory Failure,PROCEDURE,NIH,,COMPLETED,,Failed
NCT00000563,PHASE3,Lung Diseases,DRUG,NIH,,COMPLETED,,Failed
NCT00000564,PHASE3,Lung Diseases,PROCEDURE,NIH,,COMPLETED,,Failed
NCT00000565,PHASE3,Lung Diseases,PROCEDURE,NIH,,COMPLETED,,Failed
NCT00000566,PHASE3,Lung Diseases,PROCEDURE,NIH,,COMPLETED,,Failed
NCT00000567,PHASE3,Bronchopulmonary Dysplasia,PROCEDURE,NIH,,COMPLETED,,Failed
NCT00000568,PHASE3,Lung Diseases,BEHAVIORAL,NIH,,COMPLETED,,Failed
NCT00000569,PHASE3,Lung Diseases,DRUG,NIH,1116.0,COMPLETED,,Failed
NCT00000570,PHASE3,Lung Diseases,DRUG,NIH,,COMPLETED,,Failed
NCT00000571,PHASE3,Lung Diseases,DEVICE,NIH,,COMPLETED,,Failed
NCT00000572,PHASE3,Acute Respiratory Distress Syndrome,PROCEDURE,NIH,40.0,COMPLETED,,Failed
NCT00000573,PHASE2,Emphysema,PROCEDURE,NIH,,COMPLETED,,Failed
NCT00000574,PHASE3,Acute Respiratory Distress Syndrome,DRUG,NIH,,COMPLETED,,Failed
NCT00000575,PHASE3,Asthma,DRUG,NIH,1041.0,COMPLETED,Pulmonary Function as Measured by Normalized FEV1 Over a 4-6 Year Period,Passed
NCT00000576,PHASE3,Bronchopulmonary Dysplasia,DRUG,NIH,,COMPLETED,,Failed
NCT00000577,PHASE3,Asthma,DRUG,NIH,0.0,WITHDRAWN,,Failed
NCT00000578,PHASE3,Asthma,DRUG,NIH,,COMPLETED,,Failed
NCT00000579,PHASE3,"Respiratory Distress Syndrome, Adult",PROCEDURE,NIH,,COMPLETED,,Failed
NCT00000580,PHASE3,Hepatitis B,DRUG,NIH,,COMPLETED,,Failed
NCT00000581,PHASE3,Blood Transfusion,PROCEDURE,NIH,,COMPLETED,,Failed
NCT00000582,PHASE3,Blood Coagulation Disorders,DRUG,NIH,,COMPLETED,,Failed
NCT00000583,PHASE3,Hepatitis B,BIOLOGICAL,NIH,,COMPLETED,,Failed
NCT00000584,PHASE3,Blood Transfusion,DRUG,NIH,,COMPLETED,,Failed
NCT00000585,PHASE3,"Anemia, Sickle Cell",DRUG,NIH,,COMPLETED,,Failed
NCT00000586,PHASE3,"Anemia, Sickle Cell",DRUG,NIH,,COMPLETED,,Failed
NCT00000587,PHASE2,Acquired Immunodeficiency Syndrome,PROCEDURE,OTHER,,COMPLETED,,Failed
NCT00000588,PHASE2,Anemia (Iron-Loading),DRUG,NIH,120.0,COMPLETED,,Failed
NCT00000589,PHASE3,Blood Platelets,PROCEDURE,NIH,,COMPLETED,,Failed
NCT00000590,PHASE3,Acquired Immunodeficiency Syndrome,DRUG,NIH,,COMPLETED,,Failed
NCT00000591,PHASE3,Bone Marrow Transplantation,PROCEDURE,NIH,,COMPLETED,,Failed
NCT00000592,PHASE3,"Anemia, Sickle Cell",PROCEDURE,NIH,,COMPLETED,,Failed
NCT00000593,NA,Acquired Immunodeficiency Syndrome,PROCEDURE,NIH,,COMPLETED,,Failed
NCT00000594,PHASE3,Cardiovascular Diseases,DRUG,NIH,,COMPLETED,,Failed
NCT00000595,PHASE2,Anemia (Iron-Loading),DRUG,NIH,,COMPLETED,,Failed
NCT00000596,PHASE2,Lung Diseases,DRUG,NIH,,COMPLETED,,Failed
NCT00000597,PHASE3,"Anemia, Aplastic",DRUG,NIH,,COMPLETED,,Failed
NCT00000598,PHASE3,Cardiovascular Diseases,BEHAVIORAL,NIH,,COMPLETED,,Failed
NCT00000599,PHASE3,Arterial Occlusive Diseases,DRUG,NIH,,COMPLETED,,Failed
NCT00000600,PHASE2,Cardiovascular Diseases,DRUG,NIH,,TERMINATED,,Failed
NCT00000601,PHASE3,"Angina, Unstable",DRUG,NIH,,COMPLETED,,Failed
NCT00000602,PHASE2,"Anemia, Sickle Cell",DRUG,NIH,,COMPLETED,,Failed
NCT00000603,PHASE2,"Anemia, Aplastic",PROCEDURE,NIH,,COMPLETED,,Failed
NCT00000604,PHASE2,Cardiovascular Diseases,PROCEDURE,NIH,,COMPLETED,,Failed
NCT00000605,PHASE3,Cardiovascular Diseases,DRUG,NIH,,COMPLETED,,Failed
NCT00000606,PHASE3,Emphysema,PROCEDURE,NIH,,COMPLETED,,Failed
NCT00000607,PHASE3,Cardiovascular Diseases,DEVICE,NIH,129.0,COMPLETED,,Failed
NCT00000608,PHASE2,Cardiovascular Diseases,BEHAVIORAL,NIH,,COMPLETED,,Failed
NCT00000609,PHASE3,Arrhythmia,DRUG,NIH,,COMPLETED,,Failed
NCT00000610,PHASE3,Cardiovascular Diseases,DRUG,NIH,,COMPLETED,,Failed
NCT00000611,PHASE3,Bone Diseases,DRUG,NIH,,COMPLETED,,Failed
NCT00000612,PHASE2,Cardiovascular Diseases,DRUG,NIH,,COMPLETED,,Failed
NCT00000613,PHASE2,Bone Diseases,BEHAVIORAL,NIH,,COMPLETED,,Failed
NCT00000614,PHASE3,Cardiovascular Diseases,DRUG,NIH,,COMPLETED,,Failed
NCT00000615,PHASE2,Cardiovascular Diseases,BEHAVIORAL,NIH,,COMPLETED,,Failed
NCT00000616,PHASE3,Heart Diseases,BEHAVIORAL,NIH,,COMPLETED,,Failed
NCT00000617,PHASE3,Coronary Disease,DRUG,NIH,,COMPLETED,,Failed
NCT00000619,PHASE3,Heart Diseases,PROCEDURE,NIH,,COMPLETED,,Failed
NCT00000620,PHASE3,Atherosclerosis,DRUG,NIH,10251.0,COMPLETED,"First Occurrence of a Major Cardiovascular Event (MCE); Specifically Nonfatal Heart Attack, Nonfatal Stroke, or Cardiovascular Death (Measured Throughout the Study) in the Glycemia Trial.",Passed
NCT00000621,PHASE2,Emphysema,DRUG,NIH,,COMPLETED,,Failed
NCT00000623,,"Anemia, Cooley's",DRUG,NIH,1000.0,COMPLETED,,Failed
NCT00000625,PHASE2,HIV Infections,DRUG,INDUSTRY,2100.0,COMPLETED,,Failed
NCT00000626,PHASE2,HIV Infections,DRUG,INDUSTRY,27.0,COMPLETED,,Failed
NCT00000627,NA,HIV Infections,DRUG,INDUSTRY,90.0,COMPLETED,,Failed
NCT00000628,PHASE1,HIV Infections,DRUG,NIH,27.0,COMPLETED,,Failed
NCT00000629,PHASE1,HIV Infections,DRUG,NIH,6.0,COMPLETED,,Failed
NCT00000630,PHASE1,HIV Infections,BIOLOGICAL,NIH,35.0,COMPLETED,,Failed
NCT00000631,PHASE1,HIV Infections,BIOLOGICAL,NIH,13.0,COMPLETED,,Failed
NCT00000632,PHASE1,HIV Infections,BIOLOGICAL,INDUSTRY,14.0,COMPLETED,,Failed
NCT00000633,PHASE1,HIV Infections,BIOLOGICAL,INDUSTRY,55.0,COMPLETED,,Failed
NCT00000634,NA,HIV Infections,DRUG,INDUSTRY,6.0,COMPLETED,,Failed
NCT00000635,NA,Herpes Simplex,DRUG,INDUSTRY,25.0,COMPLETED,,Failed
NCT00000636,NA,HIV Infections,DRUG,NIH,2000.0,COMPLETED,,Failed
NCT00000637,PHASE3,HIV Infections,DRUG,INDUSTRY,819.0,COMPLETED,,Failed
NCT00000638,NA,HIV Infections,DRUG,INDUSTRY,2000.0,COMPLETED,,Failed
NCT00000639,NA,"Meningitis, Cryptococcal",DRUG,OTHER,400.0,COMPLETED,,Failed
NCT00000640,PHASE3,"Pneumonia, Pneumocystis Carinii",DRUG,INDUSTRY,290.0,COMPLETED,,Failed
NCT00000641,PHASE2,Mycobacterium Avium-intracellulare Infection,DRUG,NIH,90.0,COMPLETED,,Failed
NCT00000642,PHASE1,HIV Infections,DRUG,INDUSTRY,30.0,COMPLETED,,Failed
NCT00000643,PHASE2,"Toxoplasmosis, Cerebral",DRUG,NIH,150.0,COMPLETED,,Failed
NCT00000644,PHASE2,Mycobacterium Avium-intracellulare Infection,DRUG,INDUSTRY,100.0,COMPLETED,,Failed
NCT00000645,PHASE1,HIV Infections,DRUG,INDUSTRY,32.0,COMPLETED,,Failed
NCT00000646,PHASE1,HIV Infections,DRUG,INDUSTRY,54.0,COMPLETED,,Failed
NCT00000647,NA,HIV Infections,DRUG,NIH,6.0,COMPLETED,,Failed
NCT00000648,NA,HIV Infections,DRUG,INDUSTRY,100.0,COMPLETED,,Failed
NCT00000649,PHASE1,HIV Infections,DRUG,INDUSTRY,30.0,COMPLETED,,Failed
NCT00000650,NA,HIV Infections,DRUG,INDUSTRY,12.0,COMPLETED,,Failed
NCT00000651,PHASE3,HIV Infections,DRUG,INDUSTRY,750.0,COMPLETED,,Failed
NCT00000652,PHASE1,HIV Infections,DRUG,NIH,85.0,COMPLETED,,Failed
NCT00000653,PHASE2,HIV Infections,DRUG,INDUSTRY,140.0,COMPLETED,,Failed
NCT00000654,PHASE2,Herpes Simplex,DRUG,INDUSTRY,78.0,COMPLETED,,Failed
NCT00000655,PHASE2,"Pneumonia, Pneumocystis Carinii",DRUG,INDUSTRY,300.0,COMPLETED,,Failed
NCT00000656,PHASE1,HIV Infections,DRUG,INDUSTRY,116.0,COMPLETED,,Failed
NCT00000657,PHASE2,AIDS Dementia Complex,DRUG,INDUSTRY,80.0,COMPLETED,,Failed
NCT00000658,PHASE3,"Lymphoma, Non-Hodgkin",DRUG,INDUSTRY,250.0,COMPLETED,,Failed
NCT00000659,PHASE2,HIV Infections,DRUG,INDUSTRY,80.0,TERMINATED,,Failed
NCT00000660,PHASE1,"Sarcoma, Kaposi",DRUG,INDUSTRY,24.0,COMPLETED,,Failed
NCT00000661,PHASE1,HIV Infections,DRUG,NIH,8.0,COMPLETED,,Failed
NCT00000662,NA,HIV Infections,DRUG,INDUSTRY,,COMPLETED,,Failed
NCT00000663,PHASE1,HIV Infections,DRUG,INDUSTRY,18.0,COMPLETED,,Failed
NCT00000664,PHASE1,HIV Infections,DRUG,NIH,26.0,COMPLETED,,Failed
NCT00000665,NA,Cytomegalovirus Retinitis,DRUG,OTHER,240.0,COMPLETED,,Failed
NCT00000666,NA,"Toxoplasmosis, Cerebral",DRUG,NIH,600.0,COMPLETED,,Failed
NCT00000667,PHASE1,HIV Infections,BIOLOGICAL,INDUSTRY,20.0,COMPLETED,,Failed
NCT00000668,PHASE1,Cytomegalovirus Retinitis,DRUG,INDUSTRY,48.0,COMPLETED,,Failed
NCT00000669,PHASE1,HIV Infections,DRUG,INDUSTRY,25.0,COMPLETED,,Failed
NCT00000670,NA,HIV Infections,DRUG,NIH,16.0,COMPLETED,,Failed
NCT00000671,PHASE2,HIV Infections,DRUG,INDUSTRY,750.0,COMPLETED,,Failed
NCT00000672,PHASE2,HIV Infections,DRUG,INDUSTRY,660.0,COMPLETED,,Failed
NCT00000673,PHASE1,Cytomegalovirus Retinitis,DRUG,NIH,38.0,COMPLETED,,Failed
NCT00000674,NA,"Toxoplasmosis, Cerebral",DRUG,INDUSTRY,30.0,COMPLETED,,Failed
NCT00000675,PHASE1,HIV Infections,DRUG,INDUSTRY,60.0,COMPLETED,,Failed
NCT00000676,PHASE3,Candidiasis,DRUG,INDUSTRY,500.0,COMPLETED,,Failed
NCT00000677,PHASE1,"Meningitis, Cryptococcal",DRUG,INDUSTRY,50.0,COMPLETED,,Failed
NCT00000678,PHASE2,HIV Infections,DRUG,INDUSTRY,320.0,COMPLETED,,Failed
NCT00000679,PHASE2,HIV Infections,DRUG,INDUSTRY,600.0,COMPLETED,,Failed
NCT00000680,PHASE1,HIV Infections,DRUG,INDUSTRY,6.0,COMPLETED,,Failed
NCT00000681,PHASE1,"Sarcoma, Kaposi",DRUG,NIH,24.0,COMPLETED,,Failed
NCT00000682,PHASE3,HIV Infections,DRUG,NIH,120.0,COMPLETED,,Failed
NCT00000683,PHASE1,HIV Infections,BIOLOGICAL,NIH,54.0,COMPLETED,,Failed
NCT00000684,NA,HIV Infections,DRUG,NIH,10.0,COMPLETED,,Failed
NCT00000685,PHASE1,HIV Infections,DRUG,NIH,0.0,WITHDRAWN,,Failed
NCT00000686,PHASE1,HIV Infections,DRUG,INDUSTRY,35.0,TERMINATED,,Failed
