nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at,source_class,delayed_posting,expanded_access_nctid,expanded_access_status_for_nctid,fdaaa801_violation,baseline_type_units_analyzed,patient_registry
NCT00731692,,2008-08-07,2015-12-16,,2017-05-09,2008-08-07,2008-08-11,ESTIMATED,2017-05-09,2017-06-14,ACTUAL,,,,2017-05-09,2017-06-14,ACTUAL,2008-07-28,ACTUAL,2008-07-28,2017-05,2017-05-31,2015-06-22,ACTUAL,2015-06-22,2015-06-22,ACTUAL,2015-06-22,,INTERVENTIONAL,INFORMS,,"This Was an Open-label, Single-arm Extension Study (CFTY720D2306E1) to a Double-blind, Randomized Multicenter, Placebo-controlled, Parallel-group Core Study (CFTY720D2306) in PPMS.","A Double-blind, Randomized, Multicenter, Placebo-controlled, Parallel-group Study Comparing the Efficacy and Safety of 0.5mg Fingolimod Administered Orally Once Daily Versus Placebo in Patients With Primary Progressive Multiple Sclerosis and An Open-label, Single-arm Extension Study to the Double-blind, Randomized, Multicenter, Placebo-controlled, Parallel-group Study Comparing the Efficacy and Safety of0.5 mg FTY720 Administered Orally Once Daily Versus Placebo in Patients With Primary Progressive Multiple Sclerosis",TERMINATED,,PHASE3,970.0,ACTUAL,Novartis,,3.0,,The extension study was terminated early after the results of the core study showed the study did not meet primary endpoint; confirmed disability progression,False,,,,,True,False,,,,,,,,,UNDECIDED,"Novartis is committed to sharing with qualified external researchers, access to patient-level data and supporting clinical documents from eligible studies. These requests are reviewed and approved by an independent review panel on the basis of scientific merit. All data provided is anonymized to respect the privacy of patients who have participated in the trial in line with applicable laws and regulations.

This trial data availability is according to the criteria and process described on www.clinicalstudydatarequest.com",2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,INDUSTRY,,,,,,
NCT04823078,,2021-03-26,,,2021-03-26,2021-03-26,2021-03-30,ACTUAL,,,,,,,2021-03-26,2021-03-30,ACTUAL,2019-06-15,ACTUAL,2019-06-15,2021-03,2021-03-31,2020-03-30,ACTUAL,2020-03-30,2020-02-20,ACTUAL,2020-02-20,,INTERVENTIONAL,,,Effects of Activity Based Therapy on Upper Limb Strength and Transfer in Spinal Cord Injury Patients,Effects of Activity Based Therapy on Upper Limb Strength and Transfer in Spinal Cord Injury Patients,COMPLETED,,NA,16.0,ACTUAL,Riphah International University,,2.0,,,False,,,,False,False,False,,,,,,,,,NO,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,
NCT01219153,,2010-10-12,,,2011-07-11,2010-10-12,2010-10-13,ESTIMATED,,,,,,,2011-07-11,2011-07-12,ESTIMATED,2008-09,,2008-09-30,2011-07,2011-07-31,2010-12,ACTUAL,2010-12-31,2010-10,ACTUAL,2010-10-31,,INTERVENTIONAL,,,Extended High Dose Letrozole Regimen Versus Short Low Dose Letrozole Regimen as an Adjuvant to GnRH Antagonist Protocol in the Management of Poor Responders Undergoing IVF-ET,"Extended High Dose Letrozole Regimen Versus Short Low Dose Letrozole Regimen as an Adjuvant to GnRH Antagonist Protocol in the Management of Patients With Poor Ovarian Response Undergoing IVF-ET, a Randomized Controlled Trial",COMPLETED,,PHASE2,136.0,ACTUAL,Cairo University,,2.0,,,False,,,,True,,,,,,,,,,,,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,
NCT02743624,,2016-03-18,,,2017-01-18,2016-04-13,2016-04-19,ESTIMATED,,,,,,,2017-01-18,2017-01-19,ESTIMATED,2016-02,,2016-02-29,2016-08,2016-08-31,2016-12,ACTUAL,2016-12-31,2016-11,ACTUAL,2016-11-30,,INTERVENTIONAL,,,Criteria Analysis for Ventilatory Support Adjustment of Mechanical Ventilation,Criteria Analysis for Ventilatory Support Adjustment of Mechanical Ventilation,COMPLETED,,NA,27.0,ACTUAL,University of Sao Paulo General Hospital,,1.0,,,False,,,,True,,,,,,,,,,,NO,,2025-06-26 01:17:51.567718,2025-06-26 01:17:51.567718,OTHER,,,,,,
NCT01742494,,2012-11-20,,,2012-12-02,2012-12-02,2012-12-05,ESTIMATED,,,,,,,2012-12-02,2012-12-05,ESTIMATED,2011-08,,2011-08-31,2012-12,2012-12-31,2012-12,ESTIMATED,2012-12-31,2012-04,ACTUAL,2012-04-30,,INTERVENTIONAL,,,Comparison Study of Conventional POEM and Hybrid POEM for Esophageal Achalasia,Peroral Endoscopic Myotomy for Esophageal Achalasia: Randomized Comparison of Water-Jet Assisted Versus Conventional Dissection Technique,UNKNOWN,RECRUITING,NA,100.0,ESTIMATED,Shanghai Zhongshan Hospital,,2.0,,,False,,,,True,,,,,,,,,,,,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,
NCT02372799,,2015-02-21,2019-09-11,,2019-09-11,2015-02-21,2015-02-26,ESTIMATED,2019-09-11,2019-10-01,ACTUAL,,,,2019-09-11,2019-10-01,ACTUAL,2015-02-28,ACTUAL,2015-02-28,2019-09,2019-09-30,2018-09-11,ACTUAL,2018-09-11,2018-09-11,ACTUAL,2018-09-11,,INTERVENTIONAL,VLZ-MD-22,The Safety Population will consist of all patients in the Randomized Population who received at least 1 dose of double-blind investigational product.,Safety and Efficacy of Vilazodone in Pediatric Patients With Major Depressive Disorder (VLZ-MD-22),"A Multicenter, Double-blind, Placebo- and Active-Controlled Parallel-Group Evaluation of the Safety and Efficacy of Vilazodone in Pediatric Patients With Major Depressive Disorder",COMPLETED,,PHASE3,473.0,ACTUAL,Forest Laboratories,,3.0,,,False,,,,True,,,,,,,,,,,,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,INDUSTRY,,,,,,
NCT04768556,,2021-02-05,,,2024-05-08,2021-02-23,2021-02-24,ACTUAL,,,,,,,2024-05-08,2024-05-09,ACTUAL,2021-03-17,ACTUAL,2021-03-17,2024-05,2024-05-31,2024-12,ESTIMATED,2024-12-31,2024-12,ESTIMATED,2024-12-31,,INTERVENTIONAL,INHIB'MOV,,Brain Activity Associated With Inhibition of Action in Attention-deficit,Assessment of Brain Activity Associated With Inhibition of Action in Attention-deficit Hyperactivity Disorder,RECRUITING,,NA,60.0,ESTIMATED,"University Hospital, Toulouse",,3.0,,,False,,,,False,False,False,,,,,,,,,NO,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,
NCT00218933,,2005-09-20,,,2017-02-07,2005-09-20,2005-09-22,ESTIMATED,,,,,,,2017-02-07,2017-02-09,ESTIMATED,2001-10,ACTUAL,2001-10-31,2017-02,2017-02-28,2005-09,ACTUAL,2005-09-30,2005-09,ACTUAL,2005-09-30,,INTERVENTIONAL,,,High-intensity Exercise Training in Patients With Post-infarction Heart Failure,Anti-remodeling Effect of High-intensity Interval Training in Patients With Post-infarction Heart Failure on Optimal Treatment,COMPLETED,,NA,27.0,ACTUAL,Norwegian University of Science and Technology,,3.0,,,False,,,,False,,,,,,,,,,,,,2025-06-26 01:17:51.567718,2025-06-26 01:17:51.567718,OTHER,,,,,,
NCT05470608,,2022-07-20,,,2023-08-28,2022-07-20,2022-07-22,ACTUAL,,,,,,,2023-08-28,2023-08-29,ACTUAL,2022-06-13,ACTUAL,2022-06-13,2023-08,2023-08-31,2024-01,ESTIMATED,2024-01-31,2024-01,ESTIMATED,2024-01-31,,INTERVENTIONAL,COMPASS,,Phase II Study to Assess Safety and Efficacy of SL-1002 for Osteoarthritic Knee Pain,"A Multicenter, Randomized, Double-Blind, Placebo-Controlled, Single-Ascending Dose Escalation Study to Assess the Safety and Efficacy of SL-1002 Injectable for Treatment of Knee Pain Associated With Osteoarthritis",ACTIVE_NOT_RECRUITING,,PHASE2,132.0,ESTIMATED,Saol Therapeutics Inc,,2.0,,,False,,,,False,True,False,,,,,,,,,NO,,2025-06-26 01:17:51.567718,2025-06-26 01:17:51.567718,INDUSTRY,,,,,,
NCT05509517,,2022-07-12,,,2023-11-29,2022-08-16,2022-08-22,ACTUAL,,,,,,,2023-11-29,2023-11-30,ACTUAL,2021-11-02,ACTUAL,2021-11-02,2022-11,2022-11-30,2023-09-04,ACTUAL,2023-09-04,2023-07-05,ACTUAL,2023-07-05,,INTERVENTIONAL,SURGICAL-AF 2,,A Clinical Trial of the Use of Remote Heart Rhythm Monitoring With a Smartphone After Cardiac Surgery,Remote Heart Rhythm Monitoring Using Photoplethysmography-based Smartphone Technology for the Early Detection of Atrial Fibrillation and Adverse Events After Cardiac Surgery,COMPLETED,,NA,450.0,ACTUAL,Universitaire Ziekenhuizen KU Leuven,,2.0,,,False,,,,False,False,False,,,,,,,,,,,2025-06-26 01:17:51.567718,2025-06-26 01:17:51.567718,OTHER,,,,,,
NCT06092307,,2023-09-20,,,2023-10-19,2023-10-19,2023-10-23,ACTUAL,,,,,,,2023-10-19,2023-10-23,ACTUAL,2023-04-18,ACTUAL,2023-04-18,2023-09,2023-09-30,2025-09,ESTIMATED,2025-09-30,2025-05,ESTIMATED,2025-05-31,,INTERVENTIONAL,SARCOPAN,,SARcopenia in Patients With ChrOnic PANcreatitis: the SARCOPAN Study,SARcopenia in Patients With ChrOnic PANcreatitis: the SARCOPAN Study,RECRUITING,,NA,98.0,ESTIMATED,Fondazione Policlinico Universitario Agostino Gemelli IRCCS,,1.0,,,False,,,,,False,False,,,,,,,,,,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,
NCT00895596,,2009-05-07,,,2009-05-07,2009-05-07,2009-05-08,ESTIMATED,,,,,,,2009-05-07,2009-05-08,ESTIMATED,2004-03,,2004-03-31,2009-05,2009-05-31,2007-12,ACTUAL,2007-12-31,2006-08,ACTUAL,2006-08-31,,INTERVENTIONAL,,,Safety and Efficacy Study of LB80380 in the Patients With Lamivudine-Refractory Chronic Hepatitis B,"A PhaseII, Open-Label, Multinational, Multi-Centre, Sequential Group, Dose-Escalation Study to Assess the Safety and Antiviral Activity of LB80380 for 12 Weeks in Patients With Lamivudine-Refractory Chronic Hepatitis B",COMPLETED,,PHASE1/PHASE2,65.0,ACTUAL,LG Life Sciences,,5.0,,,False,,,,False,,,,,,,,,,,,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,INDUSTRY,,,,,,
NCT02312544,,2014-12-04,,,2016-12-13,2014-12-04,2014-12-09,ESTIMATED,,,,,,,2016-12-13,2016-12-14,ESTIMATED,2014-11,,2014-11-30,2016-12,2016-12-31,2015-12,ACTUAL,2015-12-31,2015-09,ACTUAL,2015-09-30,,INTERVENTIONAL,,,Phase 2b Study Evaluating Safety and Efficacy of OTX-TP Compared to Timolol Drops in the Treatment of Subjects With Open Angle Glaucoma or Ocular Hypertension,"A Prospective, Multicenter, Randomized, Double-Masked, Parallel-Arm Phase 2b Study Evaluating the Safety and Efficacy of OTX-TP Compared to Timolol Drops in the Treatment of Subjects With Open Angle Glaucoma or Ocular Hypertension",COMPLETED,,PHASE2,72.0,ACTUAL,"Ocular Therapeutix, Inc.",,2.0,,,False,,,,False,,,,,,,,,,,,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,INDUSTRY,,,,,,
NCT03323502,,2017-10-24,,2022-12-07,2024-07-19,2017-10-24,2017-10-27,ACTUAL,,,,2022-12-19,2022-12-23,ACTUAL,2024-07-19,2024-08-12,ACTUAL,2020-02-01,ACTUAL,2020-02-01,2024-07,2024-07-31,2022-08-31,ACTUAL,2022-08-31,2022-08-31,ACTUAL,2022-08-31,,INTERVENTIONAL,APPROACHES,,"Aligning Patient Preferences: a Role Offering Alzheimer's Patients, Caregivers, and Healthcare Providers Education and Support","A Nursing Home Pragmatic Trial of APPROACHES (Aligning Patient Preferences: a Role Offering Alzheimer's Patients, Caregivers, and Healthcare Providers Educ. and Support)",COMPLETED,,NA,22650.0,ACTUAL,Indiana University,,2.0,,,False,,,,True,False,False,,,,,,,,,,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,
NCT02037100,,2014-01-13,,,2014-01-14,2014-01-14,2014-01-15,ESTIMATED,,,,,,,2014-01-14,2014-01-15,ESTIMATED,2007-06,,2007-06-30,2014-01,2014-01-31,,,,2014-09,ESTIMATED,2014-09-30,,OBSERVATIONAL,,,Sleep Disordered Breathing and Impaired Glucose Homeostasis in Obese Children,Sleep Disordered Breathing and Impaired Glucose Homeostasis in Obese Children,UNKNOWN,RECRUITING,,40.0,ESTIMATED,Tel-Aviv Sourasky Medical Center,,,2.0,,False,,,,,,,,,,,,,,,,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER_GOV,,,,,,False
NCT03799588,,2019-01-08,,,2022-03-03,2019-01-08,2019-01-10,ACTUAL,,,,,,,2022-03-03,2022-03-08,ACTUAL,2019-01-08,ACTUAL,2019-01-08,2022-03,2022-03-31,2022-01-31,ESTIMATED,2022-01-31,2022-01-31,ESTIMATED,2022-01-31,,INTERVENTIONAL,,,Transmitted Lung Pressures With Biphasic Chest Cuirass,Transmitted Lung Pressure Values With Biphasic Chest Cuirass,WITHDRAWN,,NA,0.0,ACTUAL,State University of New York at Buffalo,,1.0,,personnel have left the facility,False,,,,False,False,False,,,,,,,,,NO,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,
NCT00004807,,2000-02-24,,,2005-06-23,2000-02-24,2000-02-25,ESTIMATED,,,,,,,2005-06-23,2005-06-24,ESTIMATED,1995-01,,1995-01-31,1998-12,1998-12-31,,,,,,,,INTERVENTIONAL,,,Study of the Pathogenesis of Rett Syndrome,,COMPLETED,,NA,120.0,,Office of Rare Diseases (ORD),,,,,False,,,,,,,,,,,,,,,,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,NIH,,,,,,
NCT02734784,,2016-04-06,,,2016-04-11,2016-04-11,2016-04-12,ESTIMATED,,,,,,,2016-04-11,2016-04-12,ESTIMATED,2014-02,,2014-02-28,2016-04,2016-04-30,2016-02,ACTUAL,2016-02-29,2015-11,ACTUAL,2015-11-30,,INTERVENTIONAL,TCPWRAAPT,,Treatment of Chronic Periodontitis With Repeated Adjunctive Antimicrobial Photodynamic Therapy,Clinical and Microbiological of Antimicrobial Photodynamic Therapy on Surgical Treatment of Chronic Periodontitis: a Double-blind Split-mouth Randomized Controlled Clinical Trial.,COMPLETED,,PHASE4,20.0,ACTUAL,University of Sao Paulo,,2.0,,,False,,,,False,,,,,,,,,,,,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,
NCT03550287,,2018-05-08,,,2022-01-12,2018-05-25,2018-06-08,ACTUAL,,,,,,,2022-01-12,2022-01-13,ACTUAL,2017-05-08,ACTUAL,2017-05-08,2018-04,2018-04-30,2017-12-31,ACTUAL,2017-12-31,2017-06-30,ACTUAL,2017-06-30,,INTERVENTIONAL,Reducol,,Evaluation of the Effect of a Shiitake Extract on Lipid Profile in Subjects With Moderate Hyperlipidemia,"A Clinical Trial to Evaluate the Effect of a Shiitake Mushroom Extract Supplement on Lipid Profile, Other Cardiovascular Risk Factors and the Microbiota in Subjects With and Moderate Hyperlipidemia",COMPLETED,,PHASE4,57.0,ACTUAL,Instituto de Investigación Hospital Universitario La Paz,,2.0,,,False,,,,False,False,False,,,,,,,,,,,2025-06-25 18:51:03.905308,2025-06-25 18:51:03.905308,OTHER,,,,,,
NCT06341959,,2024-02-06,,,2024-05-17,2024-03-27,2024-04-02,ACTUAL,,,,,,,2024-05-17,2024-05-17,ACTUAL,2024-04-25,ACTUAL,2024-04-25,2024-05,2024-05-31,2024-12-30,ESTIMATED,2024-12-30,2024-12-30,ESTIMATED,2024-12-30,,INTERVENTIONAL,,,Can a Low-threshold Check-up Motivate Older People to Schedule a Dental Visit?,Can a Low-threshold Check-up Motivate Older People to Schedule a Dental Visit? A Randomized Controlled Trial,RECRUITING,,NA,194.0,ESTIMATED,University Ghent,,2.0,,,False,,,,False,False,False,,,,,,,,,NO,Privacy of the participants,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,
NCT01523392,,2012-01-30,2014-09-22,,2014-09-30,2012-01-30,2012-02-01,ESTIMATED,2014-09-22,2014-09-26,ESTIMATED,,,,2014-09-30,2014-10-08,ESTIMATED,2012-03,,2012-03-31,2014-09,2014-09-30,2013-09,ACTUAL,2013-09-30,2013-09,ACTUAL,2013-09-30,,INTERVENTIONAL,,Randomized Analysis Set for demography (N=34) - included all patients who signed informed consent and were randomized into the study.,A Pharmacodynamic Study With Ticagrelor in African American Patients,"A Randomized, Open-Label, Multiple Dose, Crossover, Multiple Center Study of the Antiplatelet Effects of Ticagrelor Versus Clopidogrel in African American Patients With Stable Coronary Artery Disease",COMPLETED,,PHASE4,50.0,ACTUAL,AstraZeneca,,2.0,,,False,,,,,,,,,,,,,,,,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,INDUSTRY,,,,,,
NCT03532581,,2018-04-19,,,2024-01-11,2018-05-09,2018-05-22,ACTUAL,,,,,,,2024-01-11,2024-01-16,ACTUAL,2018-04-23,ACTUAL,2018-04-23,2024-01,2024-01-31,2023-03-07,ACTUAL,2023-03-07,2023-03-07,ACTUAL,2023-03-07,,INTERVENTIONAL,,,Indocyanine Green Lymphangiography in Identifying Thoracic Duct During Neck Surgery,A Novel Surgical Technique: Indocyanine Green Lymphangiography for Identification of the Thoracic Duct During Neck Dissection,COMPLETED,,NA,48.0,ACTUAL,Ohio State University Comprehensive Cancer Center,,1.0,,,False,,,,True,False,False,,,,,,,,,NO,,2025-06-25 18:51:03.905308,2025-06-25 18:51:03.905308,OTHER,,,,,,
NCT05080257,,2021-10-06,,,2022-09-17,2021-10-13,2021-10-15,ACTUAL,,,,,,,2022-09-17,2022-09-21,ACTUAL,2021-10-20,ACTUAL,2021-10-20,2022-09,2022-09-30,2024-02-01,ESTIMATED,2024-02-01,2023-10-01,ESTIMATED,2023-10-01,,OBSERVATIONAL,,,Prognostic Value Of Chest Ultrasound (Lung Ultrasound Score) In COVID-19 Pneumonia Patients,Prognostic Value Of Chest Ultrasound (Lung Ultrasound Score) In COVID-19 Pneumonia Patients,UNKNOWN,RECRUITING,,60.0,ESTIMATED,Assiut University,,,,,False,,,,True,False,False,,,,,,,,,NO,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,False
NCT05770115,,2023-01-29,,,2023-03-03,2023-03-03,2023-03-15,ACTUAL,,,,,,,2023-03-03,2023-03-15,ACTUAL,2020-11-01,ACTUAL,2020-11-01,2023-03,2023-03-31,2023-02-10,ACTUAL,2023-02-10,2022-12-15,ACTUAL,2022-12-15,,INTERVENTIONAL,,,A Randomized Clinical Study Based on Comparison Between Closure of Uterine Incision With Vicryl 2/0 Versus Vicryl 1 in Development of Uterine Niche.,A Randomized Clinical Study Based on Comparison Between Closure of Uterine Incision With Vicryl 2/0 Versus Vicryl 1 in Development of Uterine Niche.,COMPLETED,,NA,264.0,ACTUAL,Cairo University,,2.0,,,False,,,,True,False,False,,,,,,,,,NO,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,
NCT03286712,,2015-11-19,,,2017-09-13,2017-09-13,2017-09-18,ACTUAL,,,,,,,2017-09-13,2017-09-18,ACTUAL,2015-10,ACTUAL,2015-10-31,2017-09,2017-09-30,2017-05,ACTUAL,2017-05-31,2017-03,ACTUAL,2017-03-31,,INTERVENTIONAL,,,The Effect on Vascular Reactivity Using the Erythropoeitin Alpha on Incident Peritoneal Dialysis Patients,A Study on the Effect of Hemoglobin Level and the Vascular Reactivity Using th Generic Erythropoeitin Alpha (Renogen) on Incident Peritoneal Dialysis Patients,COMPLETED,,PHASE4,30.0,ESTIMATED,"National Kidney and Transplant Institute, Philippines",,1.0,,,False,,,,True,,,,,,,,,,,,,2025-06-25 18:51:03.905308,2025-06-25 18:51:03.905308,OTHER,,,,,,
NCT01380145,,2011-06-20,2016-09-07,,2022-10-03,2011-06-23,2011-06-27,ESTIMATED,2016-10-31,2016-12-22,ESTIMATED,,,,2022-10-03,2022-10-25,ACTUAL,2011-09,,2011-09-30,2022-10,2022-10-31,2014-11,ACTUAL,2014-11-30,2014-07,ACTUAL,2014-07-31,,INTERVENTIONAL,,Includes all subjects enrolled in the study.,MAGE-A3 Protein + AS15 as Consolidation for Multiple Myeloma Patients Undergoing Autologous Stem Cell Transplantation,Pilot Study of recMAGE-A3 + AS15 ASCI as Consolidation for Multiple Myeloma Patients Undergoing Autologous Stem Cell Transplantation,COMPLETED,,PHASE1,13.0,ACTUAL,Ludwig Institute for Cancer Research,,1.0,,,False,,,,False,,,,,,,,,,,NO,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,
NCT05641857,,2022-11-29,,,2023-10-31,2022-11-29,2022-12-08,ACTUAL,,,,,,,2023-10-31,2023-11-02,ACTUAL,2022-09-01,ACTUAL,2022-09-01,2023-10,2023-10-31,2023-06-30,ACTUAL,2023-06-30,2023-06-30,ACTUAL,2023-06-30,,OBSERVATIONAL,,,Lumbar Spine on MRI and Low Back Pain in Elite Cross-country Skiers,Lumbar Spine on MRI and Low Back Pain in Elite Cross-country Skiers,COMPLETED,,,63.0,ACTUAL,Orton Orthopaedic Hospital,,,2.0,,False,,,,False,False,False,,,,,,,,,,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,False
NCT02038049,,2014-01-14,2019-08-13,2018-10-10,2020-12-09,2014-01-14,2014-01-16,ESTIMATED,2019-10-25,2019-10-30,ACTUAL,2018-10-15,2018-10-17,ACTUAL,2020-12-09,2021-01-05,ACTUAL,2013-12-20,ACTUAL,2013-12-20,2019-10,2019-10-31,2018-09-13,ACTUAL,2018-09-13,2015-05-05,ACTUAL,2015-05-05,,INTERVENTIONAL,,,A Study to Assess the Effect of a Single Infusion of VAY736 on Disease Activity in Patients With Relapsing-remitting Multiple Sclerosis,"A Randomized, Partially Blind, Placebo-controlled, Proof-of-concept Study to Assess the Effect of a Single Infusion of VAY736 on Disease Activity as Measured by Brain MRI Scans in Patients With Relapsing-remitting Multiple Sclerosis",TERMINATED,,PHASE2,8.0,ACTUAL,Novartis,"After enrolling 8 patients, the recruitment was terminated based on strategic considerations.",2.0,,The study recruitment was terminated based on strategic considerations after 8 patients were enrolled.,False,,,,True,True,False,,,,,,,,,YES,"Novartis is committed to sharing with qualified external researchers, access to patient-level data and supporting clinical documents from eligible studies. These requests are reviewed and approved by an independent review panel on the basis of scientific merit. All data provided is anonymized to respect the privacy of patients who have participated in the trial in line with applicable laws and regulations.

This trial data availability is according to the criteria and process described on www.clinicalstudydatarequest.com",2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,INDUSTRY,,,,,,
NCT02771366,,2016-03-11,2019-07-23,,2019-10-15,2016-05-10,2016-05-13,ESTIMATED,2019-10-15,2019-10-17,ACTUAL,,,,2019-10-15,2019-10-17,ACTUAL,2016-11,,2016-11-30,2019-10,2019-10-31,2018-07-27,ACTUAL,2018-07-27,2018-07-27,ACTUAL,2018-07-27,,INTERVENTIONAL,,"Within subject design, all participants complete both arms. Order is randomized.",The Efficient Brain Study,"The Influence of Fermented Papaya Preparation (FPP) on Cerebral Energy Metabolism, Neuroinflammation, and Cognition in Older Adults",COMPLETED,,PHASE2,30.0,ACTUAL,University of Florida,,2.0,,,False,,,,True,,,,,,,,,,,NO,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,
NCT01444365,,2011-09-28,,2013-04-18,2013-05-07,2011-09-28,2011-09-30,ESTIMATED,,,,2013-04-18,2013-04-26,ESTIMATED,2013-05-07,2013-05-15,ESTIMATED,2011-10,,2011-10-31,2013-05,2013-05-31,2012-04,ACTUAL,2012-04-30,2012-04,ACTUAL,2012-04-30,,INTERVENTIONAL,,,A Study of ABT-652 in Combination With a Nonsteroidal Anti-Inflammatory Drug (NSAID) in Adults With Osteoarthritis Pain of the Knee,"A Phase 2, Randomized Withdrawal Study of the Analgesic Efficacy and Safety of ABT-652 as an Add On Therapy in Subjects With Osteoarthritis of the Knee Experiencing Partial Benefit of a Nonsteroidal Anti-Inflammatory Drug",COMPLETED,,PHASE2,202.0,ACTUAL,AbbVie,,2.0,,,False,,,,False,,,,,,,,,,,,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,INDUSTRY,,,,,,
NCT06504719,,2024-04-09,,,2024-07-15,2024-07-15,2024-07-17,ACTUAL,,,,,,,2024-07-15,2024-07-17,ACTUAL,2023-01-01,ACTUAL,2023-01-01,2024-07,2024-07-31,2024-08-01,ESTIMATED,2024-08-01,2024-06-01,ACTUAL,2024-06-01,,OBSERVATIONAL,,,Safety and Efficacy Real-world Data of Trastuzumab Deruxtecan and Sacituzumab Govitecan,Safety and Efficacy Real-world Data of Trastuzumab Deruxtecan and Sacituzumab Govitecan in Patients With Advanced Breast Cancer,ACTIVE_NOT_RECRUITING,,,312.0,ACTUAL,Hellenic Cooperative Oncology Group,,,1.0,,False,,,,True,False,False,,,,,,,,,NO,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER,,,,,,False
NCT04540926,,2020-09-02,,,2020-09-04,2020-09-04,2020-09-07,ACTUAL,,,,,,,2020-09-04,2020-09-07,ACTUAL,2020-09,ESTIMATED,2020-09-30,2020-09,2020-09-30,2020-09-30,ESTIMATED,2020-09-30,2020-09,ESTIMATED,2020-09-30,,INTERVENTIONAL,,,Cyclosporine A Plus Low-steroid Treatment in COVID-19 Pneumonia,"Utility of Low Doses of Corticosteroids and Cyclosporine Combined With Enoxaparin, in Patients With COVID-19 Pneumonia at the ISSSTE Regional Hospital, Puebla, During the Contingency Period Due to the SARS-Cov2 Pandemic",UNKNOWN,NOT_YET_RECRUITING,PHASE1/PHASE2,200.0,ESTIMATED,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,,1.0,,,False,,,,True,False,False,,,,,,,,,NO,,2025-06-25 12:16:26.243304,2025-06-25 12:16:26.243304,OTHER_GOV,,,,,,
